person_age,person_age_cleaned,person_income,person_income_cleaned,person_home_ownership,person_emp_length,person_emp_length_cleaned,loan_intent,loan_grade,loan_amnt,loan_amnt_cleaned,loan_int_rate,loan_status,loan_percent_income,loan_percent_income_cleaned,cb_person_default_on_file,cb_person_cred_hist_length
24,24.0,79632,79632,RENT,0.0,0.0,EDUCATION,C,25000,23000,13.35,1,0.31,0.3139,N,4
21,21.0,14400,14400,MORTGAGE,0.0,0.0,MEDICAL,C,1500,1500,,0,0.1,0.1042,N,4
24,24.0,80000,80000,RENT,6.0,6.0,EDUCATION,A,25000,23000,6.62,1,0.31,0.3125,N,2
26,26.0,80000,80000,RENT,5.0,5.0,DEBTCONSOLIDATION,C,25000,23000,13.61,1,0.31,0.3125,N,4
22,22.0,185000,140250,RENT,4.0,4.0,MEDICAL,B,25000,23000,11.36,0,0.14,0.1351,N,2
26,26.0,185000,140250,OWN,10.0,10.0,PERSONAL,A,5000,5000,7.68,0,0.03,0.027,N,2
24,24.0,184992,140250,RENT,7.0,7.0,HOMEIMPROVEMENT,D,22000,22000,14.46,0,0.12,0.1189,Y,4
23,23.0,184000,140250,OWN,5.0,5.0,EDUCATION,B,2500,2500,11.83,0,0.01,0.0136,N,2
24,24.0,172000,140250,MORTGAGE,6.0,6.0,DEBTCONSOLIDATION,C,20000,20000,13.47,1,0.12,0.1163,Y,4
24,24.0,183000,140250,MORTGAGE,2.0,2.0,MEDICAL,B,20000,20000,11.49,0,0.11,0.1093,N,3
22,22.0,183000,140250,MORTGAGE,3.0,3.0,EDUCATION,A,1000,1000,,0,0.01,0.0055,N,2
25,25.0,182952,140250,MORTGAGE,9.0,9.0,PERSONAL,A,15000,15000,6.03,0,0.08,0.082,N,3
23,23.0,74004,74004,RENT,7.0,7.0,DEBTCONSOLIDATION,E,25000,23000,16.35,1,0.34,0.3378,N,4
26,26.0,74004,74004,RENT,10.0,10.0,DEBTCONSOLIDATION,D,25000,23000,,1,0.34,0.3378,Y,4
25,25.0,81000,81000,RENT,5.0,5.0,DEBTCONSOLIDATION,A,25000,23000,7.29,1,0.31,0.3086,N,3
23,23.0,81600,81600,RENT,1.0,1.0,MEDICAL,B,25000,23000,11.36,1,0.31,0.3064,N,3
24,24.0,82000,82000,RENT,8.0,8.0,VENTURE,B,25000,23000,10.25,0,0.3,0.3049,N,2
24,24.0,83000,83000,RENT,5.0,5.0,EDUCATION,B,25000,23000,11.12,0,0.3,0.3012,N,3
24,24.0,83000,83000,RENT,5.0,5.0,PERSONAL,D,25000,23000,12.92,0,0.3,0.3012,Y,3
24,24.0,180000,140250,RENT,8.0,8.0,EDUCATION,E,18000,18000,18.64,0,0.1,0.1,Y,4
23,23.0,180000,140250,MORTGAGE,8.0,8.0,PERSONAL,A,28000,23000,7.51,0,0.16,0.1556,N,3
23,23.0,14400,14400,OWN,2.0,2.0,HOMEIMPROVEMENT,E,4000,4000,16.7,1,0.28,0.2778,N,2
22,22.0,14400,14400,OWN,0.0,0.0,PERSONAL,B,2100,2100,11.14,0,0.15,0.1458,N,4
22,22.0,84500,84500,RENT,6.0,6.0,PERSONAL,F,25000,23000,18.3,0,0.3,0.2959,N,4
24,24.0,85000,85000,RENT,5.0,5.0,MEDICAL,B,25000,23000,10.62,0,0.29,0.2941,N,4
24,24.0,180000,140250,MORTGAGE,7.0,7.0,VENTURE,B,14000,14000,11.99,0,0.08,0.0778,N,2
26,26.0,180000,140250,MORTGAGE,2.0,2.0,VENTURE,B,12000,12000,9.63,0,0.07,0.0667,N,4
25,25.0,142800,140250,MORTGAGE,9.0,9.0,MEDICAL,F,10000,10000,18.25,1,0.06,0.07,N,4
23,23.0,14664,14664,MORTGAGE,0.0,0.0,DEBTCONSOLIDATION,C,6000,6000,,1,0.41,0.4092,N,4
24,24.0,87000,87000,RENT,8.0,8.0,HOMEIMPROVEMENT,D,25000,23000,14.84,0,0.29,0.2874,N,3
24,24.0,75000,75000,RENT,0.0,0.0,VENTURE,E,25000,23000,14.7,1,0.33,0.3333,Y,3
23,23.0,76000,76000,RENT,7.0,7.0,DEBTCONSOLIDATION,D,25000,23000,16.02,1,0.33,0.3289,N,4
23,23.0,66215,66215,RENT,1.0,1.0,MEDICAL,D,25000,23000,15.37,1,0.32,0.3776,Y,2
25,25.0,90000,90000,RENT,9.0,9.0,MEDICAL,B,25000,23000,10.99,0,0.28,0.2778,N,4
21,21.0,15000,15000,OWN,0.0,0.0,HOMEIMPROVEMENT,A,6200,6200,7.9,1,0.41,0.4133,N,2
26,26.0,180000,140250,OWN,2.0,2.0,PERSONAL,B,25000,23000,10.99,0,0.14,0.1389,N,4
24,24.0,180000,140250,OWN,8.0,8.0,EDUCATION,B,21000,21000,11.48,0,0.12,0.1167,N,3
25,25.0,180000,140250,OWN,9.0,9.0,MEDICAL,C,20000,20000,14.26,0,0.11,0.1111,Y,4
26,26.0,180000,140250,OWN,0.0,0.0,HOMEIMPROVEMENT,A,10000,10000,8.0,0,0.06,0.0556,N,4
25,25.0,180000,140250,MORTGAGE,3.0,3.0,VENTURE,B,9950,9950,11.26,0,0.06,0.0553,N,2
23,23.0,15000,15000,OWN,7.0,7.0,MEDICAL,B,4475,4475,,1,0.3,0.2983,N,4
23,23.0,78000,78000,RENT,2.0,2.0,VENTURE,D,25000,23000,16.32,1,0.32,0.3205,Y,3
25,25.0,66300,66300,RENT,3.0,3.0,MEDICAL,E,25000,23000,17.93,1,0.32,0.3771,Y,4
23,23.0,90000,90000,RENT,0.0,0.0,DEBTCONSOLIDATION,B,25000,23000,11.36,0,0.28,0.2778,N,3
24,24.0,79000,79000,RENT,9.0,9.0,DEBTCONSOLIDATION,D,25000,23000,14.96,1,0.32,0.3165,Y,4
24,24.0,91800,91800,RENT,4.0,4.0,PERSONAL,C,25000,23000,13.43,0,0.27,0.2723,Y,3
25,25.0,92000,92000,RENT,6.0,6.0,HOMEIMPROVEMENT,B,25000,23000,12.69,0,0.27,0.2717,N,3
24,24.0,92000,92000,RENT,1.0,1.0,VENTURE,C,25000,23000,12.73,0,0.27,0.2717,Y,4
23,23.0,93600,93600,RENT,3.0,3.0,VENTURE,D,25000,23000,15.21,0,0.27,0.2671,N,4
23,23.0,15000,15000,MORTGAGE,1.0,1.0,MEDICAL,C,1750,1750,12.68,0,0.12,0.1167,Y,3
23,23.0,70550,70550,RENT,3.0,3.0,MEDICAL,F,25000,23000,19.04,1,0.3,0.3544,Y,4
25,25.0,83800,83800,RENT,2.0,2.0,DEBTCONSOLIDATION,D,25000,23000,15.95,1,0.3,0.2983,Y,3
26,26.0,175000,140250,MORTGAGE,3.0,3.0,VENTURE,A,2600,2600,8.9,0,0.01,0.0149,N,4
25,25.0,175000,140250,MORTGAGE,10.0,10.0,HOMEIMPROVEMENT,A,8000,8000,7.9,0,0.05,0.0457,N,2
22,22.0,175000,140250,MORTGAGE,6.0,6.0,EDUCATION,B,18000,18000,,0,0.1,0.1029,N,2
23,23.0,175000,140250,MORTGAGE,8.0,8.0,PERSONAL,B,21000,21000,11.99,0,0.12,0.12,N,3
23,23.0,15000,15000,OWN,4.0,4.0,DEBTCONSOLIDATION,C,4000,4000,13.98,1,0.27,0.2667,N,4
23,23.0,15000,15000,OWN,4.0,4.0,VENTURE,B,4600,4600,10.99,1,0.31,0.3067,N,2
22,22.0,88000,88000,RENT,6.0,6.0,DEBTCONSOLIDATION,D,25000,23000,15.58,1,0.28,0.2841,Y,2
25,25.0,74800,74800,RENT,2.0,2.0,MEDICAL,B,25000,23000,10.99,1,0.28,0.3342,N,2
25,25.0,88000,88000,RENT,0.0,0.0,VENTURE,D,25000,23000,14.96,1,0.28,0.2841,N,4
25,25.0,15000,15000,OWN,2.0,2.0,HOMEIMPROVEMENT,D,1750,1750,15.31,0,0.12,0.1167,Y,4
26,26.0,88000,88000,RENT,2.0,2.0,VENTURE,D,25000,23000,15.65,1,0.28,0.2841,N,3
25,25.0,100000,100000,RENT,1.0,1.0,VENTURE,B,25000,23000,9.33,0,0.25,0.25,N,4
23,23.0,15000,15000,MORTGAGE,0.0,0.0,PERSONAL,C,3600,3600,13.47,1,0.24,0.24,N,4
24,24.0,102400,102400,RENT,8.0,8.0,PERSONAL,B,25000,23000,10.36,0,0.24,0.2441,N,3
24,24.0,92000,92000,RENT,1.0,1.0,HOMEIMPROVEMENT,E,25000,23000,16.77,1,0.27,0.2717,Y,4
23,23.0,93000,93000,RENT,0.0,0.0,DEBTCONSOLIDATION,D,25000,23000,14.59,1,0.27,0.2688,Y,2
22,22.0,175000,140250,RENT,6.0,6.0,VENTURE,C,3500,3500,11.91,0,0.02,0.02,Y,2
23,23.0,175000,140250,MORTGAGE,3.0,3.0,EDUCATION,A,7200,7200,8.38,0,0.04,0.0411,N,3
25,25.0,174708,140250,RENT,9.0,9.0,VENTURE,B,9000,9000,10.59,0,0.05,0.0515,N,3
25,25.0,174000,140250,MORTGAGE,2.0,2.0,DEBTCONSOLIDATION,C,8800,8800,14.27,0,0.05,0.0506,N,3
26,26.0,174000,140250,RENT,8.0,8.0,DEBTCONSOLIDATION,B,12000,12000,12.53,0,0.07,0.069,N,4
25,25.0,162000,140250,MORTGAGE,5.0,5.0,DEBTCONSOLIDATION,E,25000,23000,16.0,1,0.15,0.1543,Y,3
26,26.0,173467,140250,MORTGAGE,10.0,10.0,VENTURE,B,10000,10000,11.71,0,0.06,0.0576,N,4
21,21.0,15000,15000,OWN,0.0,0.0,HOMEIMPROVEMENT,C,3175,3175,11.54,1,0.21,0.2117,Y,3
25,25.0,96000,96000,RENT,2.0,2.0,HOMEIMPROVEMENT,E,25000,23000,15.68,1,0.26,0.2604,Y,4
21,21.0,15120,15120,MORTGAGE,0.0,0.0,EDUCATION,B,1500,1500,10.59,0,0.1,0.0992,N,2
24,24.0,97908,97908,RENT,8.0,8.0,HOMEIMPROVEMENT,D,25000,23000,12.61,1,0.26,0.2553,Y,2
26,26.0,110000,110000,RENT,3.0,3.0,PERSONAL,C,25000,23000,,0,0.23,0.2273,Y,2
23,23.0,15204,15204,MORTGAGE,7.0,7.0,PERSONAL,A,2800,2800,8.49,1,0.18,0.1842,N,3
25,25.0,159600,140250,RENT,0.0,0.0,PERSONAL,D,30000,23000,17.27,1,0.19,0.188,Y,4
24,24.0,171500,140250,RENT,6.0,6.0,DEBTCONSOLIDATION,A,18000,18000,8.9,0,0.1,0.105,N,4
25,25.0,170004,140250,MORTGAGE,3.0,3.0,MEDICAL,B,10000,10000,11.11,0,0.06,0.0588,N,4
24,24.0,158004,140250,RENT,0.0,0.0,HOMEIMPROVEMENT,D,25000,23000,14.59,1,0.16,0.1582,Y,2
26,26.0,170000,140250,RENT,0.0,0.0,VENTURE,B,13000,13000,12.42,0,0.08,0.0765,N,3
24,24.0,83300,83300,RENT,0.0,0.0,MEDICAL,D,25000,23000,,1,0.26,0.3001,N,2
24,24.0,110000,110000,RENT,7.0,7.0,HOMEIMPROVEMENT,D,25000,23000,15.7,0,0.23,0.2273,Y,2
22,22.0,15360,15360,OWN,7.0,7.0,HOMEIMPROVEMENT,B,2500,2500,12.53,1,0.16,0.1628,N,3
25,25.0,134300,134300,RENT,3.0,3.0,MEDICAL,D,5000,5000,16.49,1,0.03,0.0372,N,2
25,25.0,170000,140250,MORTGAGE,2.0,2.0,EDUCATION,A,20000,20000,7.49,0,0.12,0.1176,N,2
22,22.0,100580,100580,RENT,6.0,6.0,DEBTCONSOLIDATION,D,25000,23000,14.96,1,0.25,0.2486,Y,2
25,25.0,113000,113000,RENT,7.0,7.0,MEDICAL,C,25000,23000,12.73,0,0.22,0.2212,Y,4
24,24.0,120000,120000,RENT,8.0,8.0,EDUCATION,B,25000,23000,10.65,0,0.21,0.2083,N,4
25,25.0,120000,120000,RENT,6.0,6.0,MEDICAL,B,25000,23000,10.74,0,0.21,0.2083,N,2
23,23.0,120000,120000,RENT,7.0,7.0,EDUCATION,B,25000,23000,9.99,0,0.21,0.2083,N,2
24,24.0,91800,91800,RENT,5.0,5.0,MEDICAL,D,25000,23000,15.33,1,0.23,0.2723,Y,2
21,21.0,15600,15600,OWN,5.0,5.0,VENTURE,A,1000,1000,7.29,0,0.06,0.0641,N,4
26,26.0,108000,108000,RENT,2.0,2.0,PERSONAL,D,25000,23000,15.05,1,0.23,0.2315,N,3
26,26.0,129996,129996,RENT,6.0,6.0,PERSONAL,B,25000,23000,10.75,0,0.19,0.1923,N,3
23,23.0,130000,130000,RENT,4.0,4.0,EDUCATION,D,25000,23000,16.02,0,0.19,0.1923,Y,2
23,23.0,130000,130000,RENT,7.0,7.0,VENTURE,B,25000,23000,11.49,0,0.19,0.1923,N,4
25,25.0,170000,140250,OWN,4.0,4.0,EDUCATION,B,20000,20000,12.53,0,0.12,0.1176,N,4
26,26.0,170000,140250,MORTGAGE,0.0,0.0,VENTURE,C,12000,12000,13.57,0,0.07,0.0706,Y,2
22,22.0,169000,140250,RENT,1.0,1.0,PERSONAL,B,14000,14000,11.14,0,0.08,0.0828,N,3
26,26.0,168750,140250,RENT,10.0,10.0,MEDICAL,C,24250,23000,12.87,0,0.14,0.1437,Y,3
23,23.0,168600,140250,RENT,3.0,3.0,EDUCATION,B,20000,20000,11.58,0,0.12,0.1186,N,3
24,24.0,168288,140250,RENT,5.0,5.0,HOMEIMPROVEMENT,B,1800,1800,11.12,0,0.01,0.0107,N,3
25,25.0,168000,140250,MORTGAGE,2.0,2.0,PERSONAL,B,35000,23000,10.65,0,0.21,0.2083,N,2
24,24.0,133300,133300,RENT,6.0,6.0,DEBTCONSOLIDATION,B,25000,23000,10.37,0,0.19,0.1875,N,2
24,24.0,15600,15600,OWN,5.0,5.0,HOMEIMPROVEMENT,A,3300,3300,6.39,1,0.21,0.2115,N,4
24,24.0,134000,134000,RENT,8.0,8.0,PERSONAL,D,25000,23000,16.07,0,0.19,0.1866,Y,3
25,25.0,134000,134000,RENT,7.0,7.0,MEDICAL,B,25000,23000,10.62,0,0.19,0.1866,N,2
25,25.0,15600,15600,OWN,0.0,0.0,VENTURE,F,3200,3200,18.09,1,0.21,0.2051,N,2
25,25.0,135000,135000,RENT,5.0,5.0,EDUCATION,B,25000,23000,11.36,0,0.19,0.1852,N,4
26,26.0,135660,135660,RENT,10.0,10.0,DEBTCONSOLIDATION,B,25000,23000,12.53,0,0.18,0.1843,N,4
25,25.0,145000,140250,RENT,0.0,0.0,EDUCATION,B,25000,23000,9.99,0,0.17,0.1724,N,4
23,23.0,150000,140250,RENT,4.0,4.0,EDUCATION,B,25000,23000,10.36,0,0.17,0.1667,N,3
23,23.0,165000,140250,MORTGAGE,3.0,3.0,EDUCATION,A,9600,9600,5.99,0,0.06,0.0582,N,3
22,22.0,153000,140250,MORTGAGE,5.0,5.0,DEBTCONSOLIDATION,D,24000,23000,15.62,1,0.16,0.1569,Y,2
24,24.0,165000,140250,MORTGAGE,5.0,5.0,PERSONAL,B,20000,20000,10.37,0,0.12,0.1212,N,4
25,25.0,165000,140250,MORTGAGE,0.0,0.0,HOMEIMPROVEMENT,F,25000,23000,19.74,0,0.15,0.1515,N,4
21,21.0,165000,140250,MORTGAGE,5.0,5.0,EDUCATION,A,20000,20000,6.91,0,0.12,0.1212,N,4
23,23.0,16000,16000,OWN,7.0,7.0,MEDICAL,A,6000,6000,7.9,1,0.38,0.375,N,2
23,23.0,16000,16000,MORTGAGE,3.0,3.0,DEBTCONSOLIDATION,C,2275,2275,13.06,0,0.14,0.1422,Y,4
23,23.0,16000,16000,OWN,7.0,7.0,PERSONAL,A,2000,2000,6.39,0,0.13,0.125,N,3
23,23.0,148000,140250,RENT,1.0,1.0,DEBTCONSOLIDATION,E,25000,23000,14.93,1,0.17,0.1689,N,3
23,23.0,16000,16000,MORTGAGE,1.0,1.0,MEDICAL,C,5600,5600,12.84,1,0.35,0.35,N,4
24,24.0,16020,16020,OWN,3.0,3.0,VENTURE,E,3625,3625,17.14,1,0.23,0.2263,Y,2
22,22.0,16094,16094,MORTGAGE,2.0,2.0,VENTURE,A,5500,5500,7.14,1,0.34,0.3417,N,3
25,25.0,175000,140250,RENT,2.0,2.0,PERSONAL,A,25000,23000,8.9,0,0.14,0.1429,N,2
22,22.0,16200,16200,OWN,6.0,6.0,PERSONAL,B,2000,2000,12.42,0,0.12,0.1235,N,3
24,24.0,185000,140250,RENT,7.0,7.0,HOMEIMPROVEMENT,C,25000,23000,12.68,0,0.14,0.1351,Y,2
25,25.0,162000,140250,RENT,9.0,9.0,PERSONAL,C,25000,23000,11.03,0,0.15,0.1543,N,2
26,26.0,161000,140250,RENT,10.0,10.0,VENTURE,A,30000,23000,7.9,0,0.19,0.1863,N,4
22,22.0,160000,140250,MORTGAGE,0.0,0.0,MEDICAL,B,35000,23000,10.65,0,0.22,0.2188,N,4
25,25.0,225000,140250,RENT,5.0,5.0,VENTURE,B,25000,23000,11.86,0,0.11,0.1111,N,4
25,25.0,16400,16400,OWN,1.0,1.0,PERSONAL,A,5000,5000,8.94,1,0.3,0.3049,N,4
23,23.0,16500,16500,OWN,6.0,6.0,VENTURE,B,4375,4375,9.63,1,0.27,0.2652,N,4
25,25.0,49500,49500,RENT,6.0,6.0,PERSONAL,C,24750,23000,14.22,1,0.5,0.5,N,3
23,23.0,60000,60000,RENT,4.0,4.0,DEBTCONSOLIDATION,B,24750,23000,9.33,1,0.41,0.4125,N,3
24,24.0,84200,84200,RENT,8.0,8.0,MEDICAL,C,24500,23000,13.85,0,0.29,0.291,N,4
22,22.0,16800,16800,MORTGAGE,5.0,5.0,EDUCATION,B,2000,2000,10.65,0,0.12,0.119,N,2
24,24.0,92000,92000,RENT,8.0,8.0,MEDICAL,B,24500,23000,11.46,0,0.27,0.2663,N,4
23,23.0,160000,140250,MORTGAGE,5.0,5.0,PERSONAL,A,35000,23000,7.66,0,0.22,0.2188,N,2
24,24.0,160000,140250,MORTGAGE,9.0,9.0,VENTURE,E,12000,12000,16.77,0,0.07,0.075,N,4
25,25.0,160000,140250,MORTGAGE,1.0,1.0,PERSONAL,B,12000,12000,9.63,0,0.07,0.075,N,4
26,26.0,160000,140250,RENT,6.0,6.0,PERSONAL,C,25000,23000,12.23,0,0.16,0.1562,Y,4
25,25.0,125800,125800,MORTGAGE,0.0,0.0,MEDICAL,D,10000,10000,14.09,1,0.07,0.0795,N,4
25,25.0,54000,54000,RENT,2.0,2.0,PERSONAL,C,24250,23000,13.98,1,0.45,0.4491,N,4
23,23.0,62500,62500,RENT,1.0,1.0,EDUCATION,B,24250,23000,10.62,1,0.39,0.388,N,4
24,24.0,16800,16800,MORTGAGE,,,DEBTCONSOLIDATION,A,3900,3900,,1,0.23,0.2321,N,3
25,25.0,68400,68400,RENT,9.0,9.0,PERSONAL,E,24250,23000,17.56,1,0.35,0.3545,N,4
26,26.0,56045,56045,RENT,1.0,1.0,MEDICAL,D,24250,23000,14.96,1,0.37,0.4327,N,2
22,22.0,74000,74000,RENT,7.0,7.0,DEBTCONSOLIDATION,D,24250,23000,15.65,1,0.33,0.3277,Y,2
24,24.0,65453,65453,RENT,9.0,9.0,MEDICAL,D,24250,23000,15.7,1,0.31,0.3705,N,2
24,24.0,89908,89908,RENT,1.0,1.0,VENTURE,B,24250,23000,12.53,0,0.27,0.2697,N,3
26,26.0,78000,78000,RENT,0.0,0.0,HOMEIMPROVEMENT,E,24250,23000,17.56,1,0.31,0.3109,Y,3
23,23.0,100000,100000,RENT,0.0,0.0,PERSONAL,C,24250,23000,12.87,0,0.24,0.2425,Y,2
23,23.0,103000,103000,RENT,6.0,6.0,PERSONAL,D,24250,23000,15.7,0,0.24,0.2354,N,2
25,25.0,160000,140250,MORTGAGE,2.0,2.0,EDUCATION,A,9000,9000,,0,0.06,0.0562,N,3
25,25.0,160000,140250,OWN,5.0,5.0,VENTURE,B,15000,15000,11.14,0,0.09,0.0938,N,4
24,24.0,160000,140250,MORTGAGE,3.0,3.0,VENTURE,D,20000,20000,16.0,0,0.13,0.125,N,3
23,23.0,160000,140250,MORTGAGE,2.0,2.0,EDUCATION,D,25000,23000,15.65,0,0.16,0.1562,Y,2
26,26.0,160000,140250,MORTGAGE,0.0,0.0,DEBTCONSOLIDATION,C,13750,13750,,0,0.09,0.0859,N,4
21,21.0,160000,140250,MORTGAGE,3.0,3.0,VENTURE,D,15250,15250,15.31,0,0.1,0.0953,Y,4
25,25.0,160000,140250,MORTGAGE,3.0,3.0,VENTURE,C,20000,20000,13.47,0,0.13,0.125,Y,2
22,22.0,16800,16800,MORTGAGE,0.0,0.0,HOMEIMPROVEMENT,C,4750,4750,13.85,1,0.28,0.2827,Y,2
25,25.0,111996,111996,RENT,9.0,9.0,PERSONAL,D,24250,23000,,0,0.22,0.2165,N,3
21,21.0,16800,16800,MORTGAGE,0.0,0.0,VENTURE,B,6000,6000,10.39,1,0.36,0.3571,N,4
25,25.0,115200,115200,RENT,0.0,0.0,HOMEIMPROVEMENT,B,24250,23000,11.36,0,0.21,0.2105,N,2
23,23.0,144000,140250,RENT,0.0,0.0,EDUCATION,B,24250,23000,11.83,0,0.17,0.1684,N,3
23,23.0,287000,140250,RENT,3.0,3.0,EDUCATION,B,24250,23000,12.53,0,0.08,0.0845,N,3
22,22.0,108000,108000,RENT,1.0,1.0,HOMEIMPROVEMENT,D,24150,23000,14.96,1,0.22,0.2236,Y,3
22,22.0,43000,43000,RENT,7.0,7.0,DEBTCONSOLIDATION,C,24000,23000,13.85,1,0.56,0.5581,Y,3
23,23.0,47004,47004,RENT,1.0,1.0,VENTURE,B,24000,23000,11.58,1,0.51,0.5106,N,4
24,24.0,48000,48000,RENT,4.0,4.0,VENTURE,D,24000,23000,16.29,1,0.5,0.5,Y,2
26,26.0,48000,48000,RENT,4.0,4.0,MEDICAL,A,24000,23000,,1,0.5,0.5,N,3
21,21.0,44964,44964,RENT,2.0,2.0,EDUCATION,D,24000,23000,16.29,1,0.53,0.5338,Y,2
25,25.0,52000,52000,RENT,,,PERSONAL,B,24000,23000,10.74,1,0.46,0.4615,N,2
22,22.0,17352,17352,MORTGAGE,,,EDUCATION,C,2250,2250,15.27,0,0.13,0.1297,Y,3
24,24.0,47000,47000,RENT,3.0,3.0,PERSONAL,F,24000,23000,17.8,1,0.51,0.5106,N,2
22,22.0,17400,17400,MORTGAGE,6.0,6.0,VENTURE,B,1000,1000,11.36,0,0.06,0.0575,N,2
22,22.0,49000,49000,RENT,2.0,2.0,MEDICAL,E,24000,23000,17.56,1,0.49,0.4898,N,4
26,26.0,60000,60000,RENT,0.0,0.0,PERSONAL,A,24000,23000,7.9,1,0.4,0.4,N,4
25,25.0,60000,60000,RENT,3.0,3.0,PERSONAL,B,24000,23000,10.99,1,0.4,0.4,N,4
22,22.0,60000,60000,RENT,0.0,0.0,PERSONAL,A,24000,23000,7.29,1,0.4,0.4,N,3
21,21.0,60000,60000,RENT,5.0,5.0,MEDICAL,B,24000,23000,10.75,1,0.4,0.4,N,2
26,26.0,62004,62004,RENT,9.0,9.0,DEBTCONSOLIDATION,A,24000,23000,7.9,1,0.39,0.3871,N,3
22,22.0,62400,62400,RENT,3.0,3.0,EDUCATION,D,24000,23000,14.84,1,0.38,0.3846,N,2
26,26.0,65000,65000,RENT,10.0,10.0,DEBTCONSOLIDATION,A,24000,23000,,1,0.37,0.3692,N,2
22,22.0,17760,17760,MORTGAGE,6.0,6.0,EDUCATION,C,4975,4975,,1,0.28,0.2801,Y,3
23,23.0,59000,59000,RENT,5.0,5.0,DEBTCONSOLIDATION,E,24000,23000,19.69,1,0.41,0.4068,Y,2
23,23.0,66000,66000,RENT,6.0,6.0,VENTURE,A,24000,23000,,1,0.36,0.3636,N,4
24,24.0,60000,60000,RENT,0.0,0.0,VENTURE,D,24000,23000,14.96,1,0.4,0.4,N,4
25,25.0,66143,66143,RENT,9.0,9.0,EDUCATION,A,24000,23000,6.99,1,0.36,0.3629,N,3
22,22.0,62250,62250,RENT,3.0,3.0,PERSONAL,E,24000,23000,16.45,1,0.39,0.3855,Y,4
24,24.0,70000,70000,RENT,8.0,8.0,EDUCATION,B,24000,23000,10.99,1,0.34,0.3429,N,4
23,23.0,74000,74000,RENT,7.0,7.0,DEBTCONSOLIDATION,B,24000,23000,10.99,1,0.32,0.3243,N,2
22,22.0,18000,18000,OWN,3.0,3.0,PERSONAL,A,3000,3000,7.9,1,0.17,0.1667,N,4
22,22.0,75000,75000,RENT,6.0,6.0,EDUCATION,B,24000,23000,12.69,1,0.32,0.32,N,4
24,24.0,75000,75000,RENT,9.0,9.0,MEDICAL,B,24000,23000,10.37,1,0.32,0.32,N,3
24,24.0,75000,75000,RENT,7.0,7.0,HOMEIMPROVEMENT,C,24000,23000,,1,0.32,0.32,N,3
26,26.0,69000,69000,RENT,0.0,0.0,DEBTCONSOLIDATION,F,24000,23000,15.83,1,0.35,0.3478,N,3
23,23.0,78000,78000,RENT,4.0,4.0,PERSONAL,C,24000,23000,13.92,1,0.31,0.3077,N,3
22,22.0,18000,18000,OWN,,,VENTURE,B,2000,2000,11.49,0,0.11,0.1111,N,3
24,24.0,80000,80000,RENT,2.0,2.0,MEDICAL,B,24000,23000,10.25,0,0.3,0.3,N,2
22,22.0,18000,18000,OWN,1.0,1.0,HOMEIMPROVEMENT,A,3500,3500,7.49,1,0.19,0.1944,N,4
23,23.0,18000,18000,OWN,3.0,3.0,EDUCATION,A,4000,4000,5.99,1,0.22,0.2222,N,2
23,23.0,74700,74700,RENT,6.0,6.0,PERSONAL,D,24000,23000,12.92,1,0.32,0.3213,N,2
26,26.0,88596,88596,RENT,3.0,3.0,PERSONAL,B,24000,23000,11.58,0,0.27,0.2709,N,3
25,25.0,95000,95000,RENT,4.0,4.0,EDUCATION,A,24000,23000,8.9,0,0.25,0.2526,N,2
22,22.0,83000,83000,RENT,6.0,6.0,DEBTCONSOLIDATION,E,24000,23000,19.69,1,0.29,0.2892,N,3
25,25.0,95000,95000,RENT,9.0,9.0,VENTURE,A,24000,23000,6.54,0,0.25,0.2526,N,4
21,21.0,18000,18000,OWN,3.0,3.0,HOMEIMPROVEMENT,D,4900,4900,14.54,1,0.27,0.2722,Y,4
21,21.0,18000,18000,OWN,,,EDUCATION,B,5000,5000,11.11,1,0.28,0.2778,N,2
26,26.0,100000,100000,RENT,5.0,5.0,PERSONAL,C,24000,23000,12.73,0,0.24,0.24,N,4
24,24.0,110000,110000,RENT,7.0,7.0,VENTURE,D,24000,23000,15.62,0,0.22,0.2182,N,4
24,24.0,18000,18000,OWN,0.0,0.0,HOMEIMPROVEMENT,A,6250,6250,6.54,1,0.35,0.3472,N,4
22,22.0,98000,98000,RENT,7.0,7.0,DEBTCONSOLIDATION,F,24000,23000,,1,0.24,0.2449,Y,2
26,26.0,103872,103872,RENT,6.0,6.0,DEBTCONSOLIDATION,G,24000,23000,20.03,1,0.23,0.2311,N,4
22,22.0,120000,120000,RENT,4.0,4.0,EDUCATION,B,24000,23000,9.91,0,0.2,0.2,N,4
24,24.0,120000,120000,RENT,1.0,1.0,VENTURE,B,24000,23000,12.69,0,0.2,0.2,N,4
26,26.0,108000,108000,RENT,9.0,9.0,EDUCATION,G,24000,23000,20.16,1,0.22,0.2222,N,3
24,24.0,124080,124080,RENT,4.0,4.0,PERSONAL,D,24000,23000,16.49,0,0.19,0.1934,Y,4
23,23.0,18000,18000,MORTGAGE,1.0,1.0,MEDICAL,D,2500,2500,15.95,1,0.14,0.1389,N,2
24,24.0,130000,130000,RENT,7.0,7.0,DEBTCONSOLIDATION,B,24000,23000,11.49,0,0.18,0.1846,N,3
25,25.0,135000,135000,RENT,8.0,8.0,PERSONAL,B,24000,23000,10.99,0,0.18,0.1778,N,2
24,24.0,135000,135000,RENT,4.0,4.0,HOMEIMPROVEMENT,C,24000,23000,13.79,0,0.18,0.1778,N,2
